card_type,future_snaps,brier_lift,brier_ci_lower,brier_ci_upper,log_loss_lift,log_loss_ci_lower,log_loss_ci_upper
BALANCE_WARNING,17813,0.0033625500972537295,0.001101580429825936,0.00548313093916664,0.009400701796591917,0.003858019836566411,0.014675510090057377
ENRICHED_CALL_TELL,21503,0.00483813701650791,0.0031360886580985774,0.006554485384446741,0.012496360454704201,0.007872273667811142,0.017434348210007958
LIVE_CALL_TELL,17688,0.004414817498041749,0.0026454781396266815,0.006077560335191876,0.011339392615079656,0.005735460340370682,0.0165206096878583
